"S21 Phase"
"Frequency (Hz)","Deg",
3500000000, -1.453597e+002,
3501250000, -1.458626e+002,
3502500000, -1.479975e+002,
3503750000, -1.517332e+002,
3505000000, -1.542417e+002,
3506250000, -1.547114e+002,
3507500000, -1.559999e+002,
3508750000, -1.570625e+002,
3510000000, -1.594708e+002,
3511250000, -1.630857e+002,
3512500000, -1.653600e+002,
3513750000, -1.657579e+002,
3515000000, -1.645761e+002,
3516250000, -1.668156e+002,
3517500000, -1.702900e+002,
3518750000, -1.739147e+002,
3520000000, -1.769062e+002,
3521250000, -1.759928e+002,
3522500000, -1.747023e+002,
3523750000, -1.761346e+002,
3525000000, 1.790486e+002,
3526250000, 1.749809e+002,
3527500000, 1.733753e+002,
3528750000, 1.739077e+002,
3530000000, 1.744657e+002,
3531250000, 1.724466e+002,
3532500000, 1.691961e+002,
3533750000, 1.654838e+002,
3535000000, 1.637158e+002,
3536250000, 1.636081e+002,
3537500000, 1.639739e+002,
3538750000, 1.628275e+002,
3540000000, 1.592720e+002,
3541250000, 1.561207e+002,
3542500000, 1.530128e+002,
3543750000, 1.521251e+002,
3545000000, 1.539823e+002,
3546250000, 1.538702e+002,
3547500000, 1.489656e+002,
3548750000, 1.447436e+002,
3550000000, 1.424091e+002,
3551250000, 1.431700e+002,
3552500000, 1.431537e+002,
3553750000, 1.423688e+002,
3555000000, 1.399676e+002,
3556250000, 1.368028e+002,
3557500000, 1.345775e+002,
3558750000, 1.338797e+002,
3560000000, 1.322452e+002,
3561250000, 1.308966e+002,
3562500000, 1.302744e+002,
3563750000, 1.285830e+002,
3565000000, 1.252923e+002,
3566250000, 1.237900e+002,
3567500000, 1.237087e+002,
3568750000, 1.244095e+002,
3570000000, 1.216296e+002,
3571250000, 1.177692e+002,
3572500000, 1.141325e+002,
3573750000, 1.128688e+002,
3575000000, 1.133598e+002,
3576250000, 1.147817e+002,
3577500000, 1.139493e+002,
3578750000, 1.110457e+002,
3580000000, 1.074568e+002,
3581250000, 1.054451e+002,
3582500000, 1.051382e+002,
3583750000, 1.049358e+002,
3585000000, 1.034510e+002,
3586250000, 1.031629e+002,
3587500000, 1.008622e+002,
3588750000, 9.787807e+001,
3590000000, 9.607271e+001,
3591250000, 9.581697e+001,
3592500000, 9.656239e+001,
3593750000, 9.613058e+001,
3595000000, 9.330074e+001,
3596250000, 8.955426e+001,
3597500000, 8.564151e+001,
3598750000, 8.459961e+001,
3600000000, 8.472854e+001,
3601250000, 8.596979e+001,
3602500000, 8.561406e+001,
3603750000, 8.388714e+001,
3605000000, 8.066043e+001,
3606250000, 7.788501e+001,
3607500000, 7.630969e+001,
3608750000, 7.552820e+001,
3610000000, 7.428844e+001,
3611250000, 7.281339e+001,
3612500000, 7.245620e+001,
3613750000, 7.075191e+001,
3615000000, 6.857743e+001,
3616250000, 6.650481e+001,
3617500000, 6.521343e+001,
3618750000, 6.354277e+001,
3620000000, 6.180931e+001,
3621250000, 6.118460e+001,
3622500000, 5.905112e+001,
3623750000, 5.689263e+001,
3625000000, 5.409287e+001,
3626250000, 5.242716e+001,
3627500000, 5.189367e+001,
3628750000, 5.148653e+001,
3630000000, 5.079167e+001,
3631250000, 4.826617e+001,
3632500000, 4.682093e+001,
3633750000, 4.561398e+001,
3635000000, 4.342649e+001,
3636250000, 3.989945e+001,
3637500000, 3.733042e+001,
3638750000, 3.784308e+001,
3640000000, 3.794119e+001,
3641250000, 3.703357e+001,
3642500000, 3.430327e+001,
3643750000, 3.126888e+001,
3645000000, 2.964293e+001,
3646250000, 2.941514e+001,
3647500000, 2.840113e+001,
3648750000, 2.578482e+001,
3650000000, 2.231597e+001,
3651250000, 1.972901e+001,
3652500000, 1.937214e+001,
3653750000, 1.923590e+001,
3655000000, 1.896434e+001,
3656250000, 1.585401e+001,
3657500000, 1.209203e+001,
3658750000, 1.021097e+001,
3660000000, 1.168288e+001,
3661250000, 1.055995e+001,
3662500000, 6.273548e+000,
3663750000, 3.947704e+000,
3665000000, 3.829579e+000,
3666250000, 2.448402e+000,
3667500000, 4.954849e-001,
3668750000, -1.673460e+000,
3670000000, -2.927082e+000,
3671250000, -4.107592e+000,
3672500000, -6.350271e+000,
3673750000, -7.812954e+000,
3675000000, -7.891558e+000,
3676250000, -1.092927e+001,
3677500000, -1.513369e+001,
3678750000, -1.940663e+001,
3680000000, -2.080009e+001,
3681250000, -1.751173e+001,
3682500000, -1.598223e+001,
3683750000, -1.871990e+001,
3685000000, -2.190834e+001,
3686250000, -2.591194e+001,
3687500000, -2.928800e+001,
3688750000, -3.119963e+001,
3690000000, -3.249905e+001,
3691250000, -3.237355e+001,
3692500000, -3.014985e+001,
3693750000, -3.011981e+001,
3695000000, -3.373153e+001,
3696250000, -3.851670e+001,
3697500000, -4.105504e+001,
3698750000, -4.328774e+001,
3700000000, -4.553951e+001,
3701250000, -4.591099e+001,
3702500000, -4.370225e+001,
3703750000, -4.265707e+001,
3705000000, -4.668035e+001,
3706250000, -5.033818e+001,
3707500000, -5.520424e+001,
3708750000, -5.840160e+001,
3710000000, -5.753553e+001,
3711250000, -5.422281e+001,
3712500000, -5.297285e+001,
3713750000, -5.553071e+001,
3715000000, -5.928053e+001,
3716250000, -6.155359e+001,
3717500000, -6.355768e+001,
3718750000, -6.682505e+001,
3720000000, -6.929918e+001,
3721250000, -6.475973e+001,
3722500000, -6.292982e+001,
3723750000, -6.711758e+001,
3725000000, -7.151906e+001,
3726250000, -7.324265e+001,
3727500000, -7.637362e+001,
3728750000, -7.914955e+001,
3730000000, -8.030521e+001,
3731250000, -7.771791e+001,
3732500000, -7.730942e+001,
3733750000, -7.839619e+001,
3735000000, -8.384906e+001,
3736250000, -8.968572e+001,
3737500000, -9.212220e+001,
3738750000, -9.098404e+001,
3740000000, -8.835980e+001,
3741250000, -8.701224e+001,
3742500000, -8.863049e+001,
3743750000, -9.314656e+001,
3745000000, -9.951045e+001,
3746250000, -1.035938e+002,
3747500000, -1.012324e+002,
3748750000, -9.917041e+001,
3750000000, -9.957770e+001,
3751250000, -9.860641e+001,
3752500000, -1.010315e+002,
3753750000, -1.078712e+002,
3755000000, -1.135715e+002,
3756250000, -1.138186e+002,
3757500000, -1.127512e+002,
3758750000, -1.139984e+002,
3760000000, -1.140351e+002,
3761250000, -1.147259e+002,
3762500000, -1.161498e+002,
3763750000, -1.198662e+002,
3765000000, -1.238717e+002,
3766250000, -1.292548e+002,
3767500000, -1.332046e+002,
3768750000, -1.308742e+002,
3770000000, -1.222002e+002,
3771250000, -1.221526e+002,
3772500000, -1.267314e+002,
3773750000, -1.328302e+002,
3775000000, -1.390059e+002,
3776250000, -1.454117e+002,
3777500000, -1.488731e+002,
3778750000, -1.450792e+002,
3780000000, -1.399190e+002,
3781250000, -1.356494e+002,
3782500000, -1.350020e+002,
3783750000, -1.410022e+002,
3785000000, -1.505223e+002,
3786250000, -1.581630e+002,
3787500000, -1.605683e+002,
3788750000, -1.570222e+002,
3790000000, -1.555278e+002,
3791250000, -1.544778e+002,
3792500000, -1.550459e+002,
3793750000, -1.589511e+002,
3795000000, -1.652205e+002,
3796250000, -1.694451e+002,
3797500000, -1.724107e+002,
3798750000, -1.769485e+002,
3800000000, -1.778123e+002,
3801250000, -1.699072e+002,
3802500000, -1.646664e+002,
3803750000, -1.639500e+002,
3805000000, -1.705828e+002,
3806250000, 1.791826e+002,
3807500000, 1.701095e+002,
3808750000, 1.656317e+002,
3810000000, 1.670709e+002,
3811250000, 1.678427e+002,
3812500000, 1.752926e+002,
3813750000, -1.727199e+002,
3815000000, -1.752445e+002,
3816250000, 1.732138e+002,
3817500000, 1.621859e+002,
3818750000, 1.537278e+002,
3820000000, 1.525915e+002,
3821250000, 1.581617e+002,
