"S12 Phase"
"Frequency (Hz)","Deg",
3500000000, -1.308486e+002,
3501250000, -1.326166e+002,
3502500000, -1.344672e+002,
3503750000, -1.361275e+002,
3505000000, -1.378138e+002,
3506250000, -1.393818e+002,
3507500000, -1.408748e+002,
3508750000, -1.429343e+002,
3510000000, -1.443788e+002,
3511250000, -1.456243e+002,
3512500000, -1.474306e+002,
3513750000, -1.493808e+002,
3515000000, -1.510099e+002,
3516250000, -1.524673e+002,
3517500000, -1.545239e+002,
3518750000, -1.559777e+002,
3520000000, -1.578623e+002,
3521250000, -1.598990e+002,
3522500000, -1.612601e+002,
3523750000, -1.631732e+002,
3525000000, -1.650853e+002,
3526250000, -1.663019e+002,
3527500000, -1.679288e+002,
3528750000, -1.696098e+002,
3530000000, -1.712368e+002,
3531250000, -1.726733e+002,
3532500000, -1.743201e+002,
3533750000, -1.758785e+002,
3535000000, -1.774780e+002,
3536250000, -1.792032e+002,
3537500000, 1.789561e+002,
3538750000, 1.774314e+002,
3540000000, 1.756772e+002,
3541250000, 1.734703e+002,
3542500000, 1.721097e+002,
3543750000, 1.706245e+002,
3545000000, 1.691014e+002,
3546250000, 1.675181e+002,
3547500000, 1.659843e+002,
3548750000, 1.645107e+002,
3550000000, 1.634913e+002,
3551250000, 1.617779e+002,
3552500000, 1.607971e+002,
3553750000, 1.594352e+002,
3555000000, 1.574784e+002,
3556250000, 1.564996e+002,
3557500000, 1.548607e+002,
3558750000, 1.532226e+002,
3560000000, 1.520197e+002,
3561250000, 1.506479e+002,
3562500000, 1.484570e+002,
3563750000, 1.469653e+002,
3565000000, 1.456415e+002,
3566250000, 1.443639e+002,
3567500000, 1.428716e+002,
3568750000, 1.416531e+002,
3570000000, 1.401126e+002,
3571250000, 1.393504e+002,
3572500000, 1.377807e+002,
3573750000, 1.362338e+002,
3575000000, 1.349533e+002,
3576250000, 1.331940e+002,
3577500000, 1.320498e+002,
3578750000, 1.307941e+002,
3580000000, 1.292847e+002,
3581250000, 1.275153e+002,
