"S21 Phase"
"Frequency (Hz)","Deg",
3000000000, 1.522865e+002,
3001562500, 1.510103e+002,
3003125000, 1.492473e+002,
3004687500, 1.476406e+002,
3006250000, 1.457345e+002,
3007812500, 1.439635e+002,
3009375000, 1.422683e+002,
3010937500, 1.397892e+002,
3012500000, 1.383190e+002,
3014062500, 1.367831e+002,
3015625000, 1.352287e+002,
3017187500, 1.328855e+002,
3018750000, 1.312402e+002,
3020312500, 1.291603e+002,
3021875000, 1.272310e+002,
3023437500, 1.254943e+002,
3025000000, 1.235934e+002,
3026562500, 1.218374e+002,
3028125000, 1.196014e+002,
3029687500, 1.176388e+002,
3031250000, 1.158256e+002,
3032812500, 1.141390e+002,
3034375000, 1.114735e+002,
3035937500, 1.095993e+002,
3037500000, 1.076468e+002,
3039062500, 1.053342e+002,
3040625000, 1.036530e+002,
3042187500, 1.011910e+002,
3043750000, 9.916588e+001,
3045312500, 9.725877e+001,
3046875000, 9.504592e+001,
3048437500, 9.250482e+001,
3050000000, 9.068226e+001,
3051562500, 8.842106e+001,
3053125000, 8.620369e+001,
3054687500, 8.392803e+001,
3056250000, 8.185762e+001,
3057812500, 7.946233e+001,
3059375000, 7.714516e+001,
3060937500, 7.495750e+001,
3062500000, 7.251109e+001,
3064062500, 7.028973e+001,
3065625000, 6.819425e+001,
3067187500, 6.595798e+001,
3068750000, 6.377169e+001,
3070312500, 6.124420e+001,
3071875000, 5.895681e+001,
3073437500, 5.705023e+001,
3075000000, 5.500336e+001,
3076562500, 5.244878e+001,
3078125000, 5.055699e+001,
3079687500, 4.817467e+001,
3081250000, 4.562488e+001,
3082812500, 4.368758e+001,
3084375000, 4.094411e+001,
3085937500, 3.963176e+001,
3087500000, 3.710402e+001,
3089062500, 3.477032e+001,
3090625000, 3.291292e+001,
3092187500, 3.053994e+001,
3093750000, 2.856318e+001,
3095312500, 2.647532e+001,
3096875000, 2.412126e+001,
3098437500, 2.231140e+001,
3100000000, 1.963779e+001,
3101562500, 1.865927e+001,
3103125000, 1.592034e+001,
3104687500, 1.416014e+001,
3106250000, 1.178730e+001,
3107812500, 9.699085e+000,
3109375000, 7.383081e+000,
3110937500, 4.933595e+000,
3112500000, 3.288914e+000,
3114062500, 6.865167e-001,
3115625000, -1.048073e+000,
3117187500, -3.437102e+000,
3118750000, -5.504536e+000,
3120312500, -7.780589e+000,
3121875000, -1.002309e+001,
3123437500, -1.177034e+001,
3125000000, -1.421969e+001,
3126562500, -1.632650e+001,
3128125000, -1.875925e+001,
3129687500, -2.057140e+001,
3131250000, -2.283944e+001,
3132812500, -2.485682e+001,
3134375000, -2.723229e+001,
3135937500, -2.885634e+001,
3137500000, -3.155254e+001,
3139062500, -3.316169e+001,
3140625000, -3.595846e+001,
3142187500, -3.771126e+001,
3143750000, -4.048922e+001,
3145312500, -4.235400e+001,
3146875000, -4.487427e+001,
3148437500, -4.677430e+001,
