"S12 Phase"
"Frequency (Hz)","Deg",
3554055820, 1.572110e+002,
3554959535.1125, 1.539270e+002,
3555863250.225, 1.514565e+002,
3556766965.3375, 1.491291e+002,
3557670680.45, 1.483571e+002,
3558574395.5625, 1.487557e+002,
3559478110.675, 1.451195e+002,
3560381825.7875, 1.419975e+002,
3561285540.9, 1.401244e+002,
3562189256.0125, 1.413561e+002,
3563092971.125, 1.449516e+002,
3563996686.2375, 1.464102e+002,
3564900401.35, 1.464517e+002,
3565804116.4625, 1.454307e+002,
3566707831.575, 1.444102e+002,
3567611546.6875, 1.438491e+002,
3568515261.8, 1.422989e+002,
3569418976.9125, 1.399743e+002,
3570322692.025, 1.376044e+002,
3571226407.1375, 1.349849e+002,
3572130122.25, 1.317835e+002,
3573033837.3625, 1.294752e+002,
3573937552.475, 1.303196e+002,
3574841267.5875, 1.307564e+002,
3575744982.7, 1.290658e+002,
3576648697.8125, 1.263378e+002,
3577552412.925, 1.276035e+002,
3578456128.0375, 1.333912e+002,
3579359843.15, 1.335870e+002,
3580263558.2625, 1.266228e+002,
3581167273.375, 1.190851e+002,
3582070988.4875, 1.143729e+002,
3582974703.6, 1.117731e+002,
3583878418.7125, 1.180236e+002,
3584782133.825, 1.212896e+002,
3585685848.9375, 1.222203e+002,
3586589564.05, 1.207420e+002,
3587493279.1625, 1.188530e+002,
3588396994.275, 1.211058e+002,
3589300709.3875, 1.260081e+002,
3590204424.5, 1.254547e+002,
3591108139.6125, 1.190880e+002,
3592011854.725, 1.137880e+002,
3592915569.8375, 1.104602e+002,
3593819284.95, 1.088960e+002,
3594723000.0625, 1.063464e+002,
3595626715.175, 1.030716e+002,
3596530430.2875, 1.026025e+002,
3597434145.4, 1.033854e+002,
3598337860.5125, 1.015494e+002,
3599241575.625, 9.806488e+001,
3600145290.7375, 9.509378e+001,
3601049005.85, 9.408372e+001,
3601952720.9625, 9.716314e+001,
3602856436.075, 1.056591e+002,
3603760151.1875, 1.075688e+002,
3604663866.3, 1.033327e+002,
3605567581.4125, 9.570036e+001,
3606471296.525, 9.297259e+001,
3607375011.6375, 9.305062e+001,
3608278726.75, 9.431094e+001,
3609182441.8625, 9.287917e+001,
3610086156.975, 8.877286e+001,
3610989872.0875, 8.556892e+001,
3611893587.2, 8.082698e+001,
3612797302.3125, 7.972534e+001,
3613701017.425, 8.830957e+001,
3614604732.5375, 9.625694e+001,
3615508447.65, 8.892588e+001,
3616412162.7625, 8.015328e+001,
3617315877.875, 7.570617e+001,
3618219592.9875, 7.557079e+001,
3619123308.1, 7.389586e+001,
3620027023.2125, 6.897742e+001,
3620930738.325, 6.617294e+001,
3621834453.4375, 7.213459e+001,
3622738168.55, 7.631586e+001,
3623641883.6625, 7.278722e+001,
3624545598.775, 6.985714e+001,
3625449313.8875, 6.938577e+001,
3626353029, 6.969453e+001,
3627256744.1125, 7.026932e+001,
3628160459.225, 6.982624e+001,
3629064174.3375, 6.856862e+001,
3629967889.45, 6.659447e+001,
3630871604.5625, 6.416515e+001,
3631775319.675, 6.199046e+001,
3632679034.7875, 6.276938e+001,
3633582749.9, 6.395135e+001,
3634486465.0125, 6.153662e+001,
3635390180.125, 5.806885e+001,
3636293895.2375, 5.381486e+001,
3637197610.35, 4.792323e+001,
3638101325.4625, 4.154852e+001,
3639005040.575, 3.831054e+001,
3639908755.6875, 4.087232e+001,
3640812470.8, 4.663177e+001,
3641716185.9125, 4.881785e+001,
3642619901.025, 4.782774e+001,
3643523616.1375, 4.843867e+001,
3644427331.25, 4.565320e+001,
3645331046.3625, 4.046525e+001,
3646234761.475, 4.021382e+001,
3647138476.5875, 3.984528e+001,
3648042191.7, 3.855237e+001,
3648945906.8125, 3.971689e+001,
3649849621.925, 3.766348e+001,
3650753337.0375, 3.034793e+001,
3651657052.15, 2.538946e+001,
3652560767.2625, 2.907280e+001,
3653464482.375, 4.121232e+001,
3654368197.4875, 4.648375e+001,
3655271912.6, 4.195537e+001,
3656175627.7125, 3.284110e+001,
3657079342.825, 2.547899e+001,
3657983057.9375, 2.148119e+001,
3658886773.05, 1.810479e+001,
3659790488.1625, 1.565500e+001,
3660694203.275, 1.430448e+001,
3661597918.3875, 1.495540e+001,
3662501633.5, 1.521448e+001,
3663405348.6125, 1.717773e+001,
3664309063.725, 1.884545e+001,
3665212778.8375, 1.993939e+001,
3666116493.95, 2.135972e+001,
3667020209.0625, 1.955723e+001,
3667923924.175, 1.490997e+001,
3668827639.2875, 7.690895e+000,
3669731354.4, 6.999869e+000,
3670635069.5125, 1.230191e+001,
3671538784.625, 1.597007e+001,
3672442499.7375, 1.629776e+001,
3673346214.85, 1.412818e+001,
3674249929.9625, 1.137285e+001,
3675153645.075, 8.800348e+000,
3676057360.1875, 4.445105e+000,
3676961075.3, -1.847650e+000,
3677864790.4125, -2.838864e+000,
3678768505.525, -3.742613e+000,
3679672220.6375, -7.109239e+000,
3680575935.75, -1.077023e+001,
3681479650.8625, -1.172519e+001,
3682383365.975, -1.198727e+001,
3683287081.0875, -9.538931e+000,
3684190796.2, -9.070786e+000,
3685094511.3125, -8.063938e+000,
3685998226.425, -1.133941e+001,
3686901941.5375, -1.801585e+001,
3687805656.65, -1.969280e+001,
3688709371.7625, -1.959076e+001,
3689613086.875, -1.634155e+001,
3690516801.9875, -8.589835e+000,
3691420517.1, -7.694358e+000,
3692324232.2125, -8.794617e+000,
3693227947.325, -9.514822e+000,
3694131662.4375, -9.625827e+000,
3695035377.55, -9.418512e+000,
3695939092.6625, -1.141954e+001,
3696842807.775, -1.749041e+001,
3697746522.8875, -2.584365e+001,
3698650238, -3.297392e+001,
3699553953.1125, -3.631731e+001,
3700457668.225, -3.419549e+001,
3701361383.3375, -2.115045e+001,
3702265098.45, -1.551103e+001,
3703168813.5625, -1.964647e+001,
3704072528.675, -2.713381e+001,
3704976243.7875, -3.280680e+001,
3705879958.9, -3.680982e+001,
3706783674.0125, -4.352234e+001,
3707687389.125, -4.510549e+001,
3708591104.2375, -4.387572e+001,
3709494819.35, -4.220420e+001,
3710398534.4625, -3.993881e+001,
3711302249.575, -3.809543e+001,
3712205964.6875, -3.998755e+001,
3713109679.8, -4.545297e+001,
3714013394.9125, -4.475098e+001,
3714917110.025, -3.667750e+001,
3715820825.1375, -2.768883e+001,
3716724540.25, -2.977693e+001,
3717628255.3625, -3.149111e+001,
3718531970.475, -3.312565e+001,
3719435685.5875, -3.651254e+001,
3720339400.7, -4.329056e+001,
3721243115.8125, -5.237695e+001,
3722146830.925, -5.974192e+001,
3723050546.0375, -6.307814e+001,
3723954261.15, -6.480587e+001,
3724857976.2625, -6.493258e+001,
3725761691.375, -6.471314e+001,
3726665406.4875, -6.442516e+001,
3727569121.6, -6.826707e+001,
3728472836.7125, -7.333332e+001,
3729376551.825, -7.624316e+001,
3730280266.9375, -7.753447e+001,
3731183982.05, -7.684974e+001,
3732087697.1625, -7.189051e+001,
3732991412.275, -6.674791e+001,
3733895127.3875, -6.916687e+001,
3734798842.5, -6.857285e+001,
3735702557.6125, -6.474652e+001,
3736606272.725, -6.394881e+001,
3737509987.8375, -6.692920e+001,
3738413702.95, -7.093501e+001,
3739317418.0625, -6.761318e+001,
3740221133.175, -5.921334e+001,
3741124848.2875, -6.130347e+001,
3742028563.4, -7.484306e+001,
3742932278.5125, -8.227690e+001,
3743835993.625, -8.506370e+001,
3744739708.7375, -8.358307e+001,
3745643423.85, -7.814141e+001,
3746547138.9625, -6.996334e+001,
3747450854.075, -6.160249e+001,
3748354569.1875, -6.357238e+001,
3749258284.3, -6.499134e+001,
3750161999.4125, -7.076571e+001,
3751065714.525, -8.287804e+001,
3751969429.6375, -9.362698e+001,
3752873144.75, -1.025045e+002,
3753776859.8625, -1.112031e+002,
3754680574.975, -1.135616e+002,
3755584290.0875, -1.207253e+002,
3756488005.2, -1.262615e+002,
3757391720.3125, -1.250112e+002,
3758295435.425, -1.011291e+002,
3759199150.5375, -8.000109e+001,
3760102865.65, -8.136602e+001,
3761006580.7625, -9.217183e+001,
3761910295.875, -1.005633e+002,
3762814010.9875, -1.043523e+002,
3763717726.1, -9.438911e+001,
3764621441.2125, -7.993135e+001,
3765525156.325, -8.015290e+001,
3766428871.4375, -8.510619e+001,
3767332586.55, -9.401264e+001,
3768236301.6625, -1.053764e+002,
3769140016.775, -1.129092e+002,
3770043731.8875, -1.181306e+002,
3770947447, -1.168171e+002,
3771851162.1125, -1.183052e+002,
3772754877.225, -1.198202e+002,
3773658592.3375, -1.205174e+002,
3774562307.45, -1.233721e+002,
3775466022.5625, -1.275864e+002,
3776369737.675, -1.331491e+002,
3777273452.7875, -1.331015e+002,
3778177167.9, -1.354027e+002,
3779080883.0125, -1.375610e+002,
3779984598.125, -1.413850e+002,
3780888313.2375, -1.431341e+002,
3781792028.35, -1.308581e+002,
3782695743.4625, -1.224617e+002,
3783599458.575, -1.283394e+002,
3784503173.6875, -1.384593e+002,
3785406888.8, -1.461398e+002,
3786310603.9125, -1.532908e+002,
3787214319.025, -1.568045e+002,
3788118034.1375, -1.518152e+002,
3789021749.25, -1.464133e+002,
3789925464.3625, -1.452249e+002,
3790829179.475, -1.464554e+002,
3791732894.5875, -1.527977e+002,
3792636609.7, -1.580325e+002,
3793540324.8125, -1.546414e+002,
3794444039.925, -1.206263e+002,
3795347755.0375, -9.954284e+001,
3796251470.15, -8.304899e+001,
3797155185.2625, -8.920223e+001,
3798058900.375, -9.570032e+001,
3798962615.4875, -1.105640e+002,
3799866330.6, -1.317627e+002,
3800770045.7125, -1.500104e+002,
3801673760.825, -1.648115e+002,
3802577475.9375, -1.761219e+002,
3803481191.05, 1.773326e+002,
3804384906.1625, 1.725558e+002,
3805288621.275, 1.723748e+002,
3806192336.3875, -1.782901e+002,
3807096051.5, -1.626067e+002,
3807999766.6125, -1.505505e+002,
3808903481.725, -1.505132e+002,
3809807196.8375, -1.551032e+002,
3810710911.95, -1.594612e+002,
3811614627.0625, -1.618690e+002,
3812518342.175, -1.662566e+002,
3813422057.2875, -1.704938e+002,
3814325772.4, -1.766495e+002,
3815229487.5125, 1.788676e+002,
3816133202.625, 1.744146e+002,
3817036917.7375, 1.697998e+002,
3817940632.85, 1.681832e+002,
3818844347.9625, 1.718293e+002,
3819748063.075, 1.747731e+002,
3820651778.1875, -1.792541e+002,
3821555493.3, -1.757243e+002,
3822459208.4125, -1.776143e+002,
3823362923.525, -1.784671e+002,
3824266638.6375, -1.744974e+002,
3825170353.75, -1.738244e+002,
3826074068.8625, 1.791379e+002,
3826977783.975, 1.612425e+002,
3827881499.0875, 1.406274e+002,
3828785214.2, 1.607770e+002,
3829688929.3125, -1.617042e+002,
3830592644.425, -1.664431e+002,
3831496359.5375, -1.774591e+002,
3832400074.65, 1.706375e+002,
3833303789.7625, 1.601400e+002,
3834207504.875, 1.491527e+002,
3835111219.9875, 1.412037e+002,
3836014935.1, 1.408885e+002,
3836918650.2125, 1.492202e+002,
3837822365.325, 1.559758e+002,
3838726080.4375, 1.465965e+002,
3839629795.55, 1.331986e+002,
3840533510.6625, 1.205074e+002,
3841437225.775, 1.080882e+002,
3842340940.8875, 1.019348e+002,
3843244656, 1.037028e+002,
3844148371.1125, 1.146369e+002,
3845052086.225, 1.328388e+002,
3845955801.3375, 1.520458e+002,
3846859516.45, 1.652252e+002,
3847763231.5625, -1.714715e+002,
3848666946.675, -1.584552e+002,
3849570661.7875, -1.656349e+002,
3850474376.9, 1.791881e+002,
3851378092.0125, 1.650697e+002,
3852281807.125, 1.547312e+002,
3853185522.2375, 1.443867e+002,
3854089237.35, 1.321213e+002,
3854992952.4625, 1.230665e+002,
3855896667.575, 1.171163e+002,
3856800382.6875, 1.170465e+002,
3857704097.8, 1.279950e+002,
3858607812.9125, 1.681616e+002,
3859511528.025, -1.754712e+002,
3860415243.1375, 1.765440e+002,
3861318958.25, 1.714482e+002,
3862222673.3625, 1.689651e+002,
3863126388.475, 1.623820e+002,
3864030103.5875, 1.521369e+002,
3864933818.7, 1.396779e+002,
3865837533.8125, 1.286626e+002,
3866741248.925, 1.314731e+002,
3867644964.0375, 1.479914e+002,
3868548679.15, 1.681921e+002,
3869452394.2625, 1.781154e+002,
3870356109.375, 1.770714e+002,
3871259824.4875, 1.684390e+002,
3872163539.6, 1.561354e+002,
3873067254.7125, 1.431705e+002,
3873970969.825, 1.294878e+002,
3874874684.9375, 1.161255e+002,
3875778400.05, 1.018426e+002,
3876682115.1625, 8.381331e+001,
3877585830.275, 6.170502e+001,
3878489545.3875, 2.979798e+001,
3879393260.5, -1.209109e+001,
3880296975.6125, -7.945728e+001,
3881200690.725, -1.428050e+002,
3882104405.8375, -1.786147e+002,
3883008120.95, 1.538786e+002,
3883911836.0625, 1.299587e+002,
3884815551.175, 1.130771e+002,
3885719266.2875, 1.061826e+002,
3886622981.4, 1.071345e+002,
3887526696.5125, 1.066421e+002,
3888430411.625, 1.027391e+002,
3889334126.7375, 9.738549e+001,
3890237841.85, 9.717652e+001,
3891141556.9625, 9.451230e+001,
3892045272.075, 8.785727e+001,
3892948987.1875, 7.724829e+001,
3893852702.3, 6.478508e+001,
3894756417.4125, 4.929676e+001,
3895660132.525, 3.406796e+001,
3896563847.6375, 2.011409e+001,
3897467562.75, 7.170467e+000,
3898371277.8625, -1.227871e+001,
3899274992.975, -3.394520e+001,
3900178708.0875, -5.923232e+001,
3901082423.2, -8.638311e+001,
3901986138.3125, -1.131240e+002,
3902889853.425, -1.363213e+002,
3903793568.5375, -1.557512e+002,
3904697283.65, -1.729727e+002,
3905600998.7625, 1.728349e+002,
3906504713.875, 1.573509e+002,
3907408428.9875, 1.471144e+002,
3908312144.1, 1.471322e+002,
3909215859.2125, 1.535469e+002,
3910119574.325, 1.579945e+002,
3911023289.4375, 1.533651e+002,
3911927004.55, 1.416478e+002,
3912830719.6625, 1.229883e+002,
3913734434.775, 1.058430e+002,
3914638149.8875, 1.108427e+002,
3915541865, 1.428101e+002,
3916445580.1125, 1.421998e+002,
3917349295.225, 1.274127e+002,
3918253010.3375, 1.069502e+002,
3919156725.45, 8.673545e+001,
3920060440.5625, 6.970644e+001,
3920964155.675, 5.810056e+001,
3921867870.7875, 4.849854e+001,
3922771585.9, 3.754409e+001,
3923675301.0125, 2.635169e+001,
3924579016.125, 8.447354e+000,
3925482731.2375, -1.814532e+001,
3926386446.35, -5.285754e+001,
3927290161.4625, -8.941468e+001,
3928193876.575, -1.296155e+002,
3929097591.6875, -1.654118e+002,
3930001306.8, 1.657274e+002,
3930905021.9125, 1.425789e+002,
3931808737.025, 1.248340e+002,
3932712452.1375, 1.107207e+002,
3933616167.25, 9.739269e+001,
3934519882.3625, 8.498927e+001,
3935423597.475, 7.347868e+001,
3936327312.5875, 6.124724e+001,
3937231027.7, 4.736388e+001,
3938134742.8125, 3.587260e+001,
3939038457.925, 2.285958e+001,
3939942173.0375, 8.541913e+000,
3940845888.15, -8.386455e+000,
3941749603.2625, -2.657254e+001,
3942653318.375, -4.415970e+001,
3943557033.4875, -5.453115e+001,
3944460748.6, 7.431482e+001,
3945364463.7125, 8.855833e+001,
3946268178.825, 8.183943e+001,
3947171893.9375, 7.109589e+001,
3948075609.05, 6.052352e+001,
3948979324.1625, 4.963117e+001,
3949883039.275, 4.064749e+001,
3950786754.3875, 3.889649e+001,
3951690469.5, 4.426669e+001,
