"S12 Phase"
"Frequency (Hz)","Deg",
4000000000, -5.824147e+001,
4000825000, -5.848597e+001,
4001650000, -5.403080e+001,
4002475000, -4.868293e+001,
4003300000, -4.583065e+001,
4004125000, -4.582001e+001,
4004950000, -4.686140e+001,
4005775000, -4.848065e+001,
4006600000, -5.096344e+001,
4007425000, -5.353188e+001,
4008250000, -5.704187e+001,
4009075000, -6.065385e+001,
4009900000, -6.452356e+001,
4010725000, -6.748636e+001,
4011550000, -7.038983e+001,
4012375000, -7.261858e+001,
4013200000, -7.137050e+001,
4014025000, -6.823437e+001,
4014850000, -6.607619e+001,
4015675000, -6.435473e+001,
4016500000, -6.352465e+001,
4017325000, -6.428696e+001,
4018150000, -6.454904e+001,
4018975000, -6.398160e+001,
4019800000, -6.515008e+001,
4020625000, -6.927585e+001,
4021450000, -7.248934e+001,
4022275000, -7.608402e+001,
4023100000, -7.999197e+001,
4023925000, -8.449010e+001,
4024750000, -8.554513e+001,
4025575000, -8.708373e+001,
4026400000, -8.581675e+001,
4027225000, -8.159717e+001,
4028050000, -7.792112e+001,
4028875000, -7.842793e+001,
4029700000, -8.123128e+001,
4030525000, -8.333535e+001,
4031350000, -8.536794e+001,
4032175000, -8.776647e+001,
4033000000, -8.905331e+001,
4033825000, -8.885455e+001,
4034650000, -8.931717e+001,
4035475000, -8.993244e+001,
4036300000, -9.102366e+001,
4037125000, -9.401889e+001,
4037950000, -9.837637e+001,
4038775000, -1.035566e+002,
4039600000, -1.064576e+002,
4040425000, -1.037997e+002,
4041250000, -1.016642e+002,
4042075000, -1.015129e+002,
4042900000, -1.023056e+002,
4043725000, -1.015962e+002,
4044550000, -1.028002e+002,
4045375000, -1.044419e+002,
4046200000, -1.053780e+002,
4047025000, -1.041648e+002,
4047850000, -1.028276e+002,
4048675000, -1.036850e+002,
4049500000, -1.071094e+002,
4050325000, -1.122219e+002,
4051150000, -1.190141e+002,
4051975000, -1.240382e+002,
4052800000, -1.253651e+002,
4053625000, -1.246024e+002,
4054450000, -1.245754e+002,
